timestamp,AirQualityIndex,CO_(μg/m³),NO_(μg/m³),NO2_(μg/m³),O3_(μg/m³),SO2_(μg/m³),PM2_5_(μg/m³),PM10_(μg/m³),NH3_(μg/m³)
2022-02-09 17:00:00+00:00,5,1295.09,8.61,43.87,144.48,74.39,55.15,64.03,1.35
2022-02-09 18:00:00+00:00,5,1361.85,4.02,33.59,243.19,78.2,79.22,87.99,0.61
2022-02-09 19:00:00+00:00,5,1068.12,1.45,15.59,271.8,58.17,68.67,75.61,0.68
2022-02-09 20:00:00+00:00,5,841.14,0.82,9.08,246.05,43.87,51.73,57.11,0.98
2022-02-09 21:00:00+00:00,5,834.47,0.7,9.0,243.19,43.87,48.36,53.43,1.28
2022-02-09 22:00:00+00:00,4,754.36,0.64,9.51,220.3,38.62,38.51,43.1,1.5
2022-02-09 23:00:00+00:00,3,600.81,0.73,11.82,161.65,28.37,22.46,26.68,1.77
2022-02-10 00:00:00+00:00,2,467.3,0.5,13.88,104.43,19.31,11.63,15.38,1.68
2022-02-10 01:00:00+00:00,1,413.89,0.03,16.11,68.66,15.97,7.7,11.42,1.8
2022-02-10 02:00:00+00:00,1,440.6,0.0,18.51,54.36,17.64,7.61,12.29,2.31
2022-02-10 03:00:00+00:00,1,480.65,0.0,20.73,49.35,20.5,8.55,14.76,2.82
2022-02-10 04:00:00+00:00,3,1014.71,2.43,56.21,17.7,36.24,24.76,39.64,8.04
2022-02-10 05:00:00+00:00,4,1695.63,25.93,74.71,0.07,41.01,46.67,73.06,12.92
2022-02-10 06:00:00+00:00,5,1895.9,44.26,68.55,0.0,31.47,51.52,81.17,11.65
2022-02-10 07:00:00+00:00,4,1575.47,35.76,52.78,0.0,22.17,42.87,72.07,8.49
2022-02-10 08:00:00+00:00,4,1228.33,21.46,41.81,0.05,18.36,34.59,61.02,6.08
2022-02-10 09:00:00+00:00,4,1094.82,14.53,37.7,0.14,18.12,31.82,56.19,4.81
2022-02-10 10:00:00+00:00,4,974.66,9.05,34.62,0.66,20.27,28.51,50.57,4.88
2022-02-10 11:00:00+00:00,3,847.82,5.42,32.56,1.72,27.42,24.33,43.84,6.65
2022-02-10 12:00:00+00:00,3,867.84,7.71,34.27,1.34,33.38,23.25,41.59,8.36
2022-02-10 13:00:00+00:00,4,1468.66,41.57,43.18,0.02,52.45,37.95,63.98,15.2
2022-02-10 14:00:00+00:00,5,2510.07,110.86,55.52,0.55,70.57,59.17,95.67,23.05
2022-02-10 15:00:00+00:00,5,3204.35,151.99,72.66,6.44,70.57,75.18,116.82,24.07
2022-02-10 16:00:00+00:00,3,894.55,13.08,32.22,60.8,41.48,20.4,29.19,3.48
2022-02-10 17:00:00+00:00,3,674.25,5.09,19.54,101.57,33.86,20.13,26.75,1.9
2022-02-10 18:00:00+00:00,3,647.54,2.71,14.57,144.48,34.33,24.35,30.54,1.55
2022-02-10 19:00:00+00:00,3,527.38,1.09,9.08,150.2,26.23,18.3,22.8,1.44
2022-02-10 20:00:00+00:00,3,494.0,0.82,8.65,140.19,23.84,14.97,18.56,1.31
2022-02-10 21:00:00+00:00,3,527.38,0.64,10.97,138.76,27.42,15.53,18.97,1.42
2022-02-10 22:00:00+00:00,3,560.76,0.52,13.88,135.9,30.28,16.31,19.7,1.55
2022-02-10 23:00:00+00:00,2,554.08,0.61,17.14,118.73,29.33,14.46,17.91,1.66
2022-02-11 00:00:00+00:00,2,500.68,0.37,18.51,91.55,24.32,10.63,14.06,1.63
2022-02-11 01:00:00+00:00,2,640.87,0.03,31.53,55.79,32.9,10.01,15.58,3.07
2022-02-11 02:00:00+00:00,2,781.06,0.06,41.47,30.4,42.92,11.21,19.86,4.62
2022-02-11 03:00:00+00:00,2,714.3,0.12,35.64,24.32,38.62,10.11,19.84,4.69
2022-02-11 04:00:00+00:00,4,1308.44,21.46,52.09,2.01,43.87,30.65,52.55,11.4
2022-02-11 05:00:00+00:00,5,2056.12,65.27,52.09,0.0,42.44,55.23,89.43,15.58
2022-02-11 06:00:00+00:00,5,2323.15,88.51,50.04,0.0,32.42,59.75,96.26,13.81
2022-02-11 07:00:00+00:00,4,1869.2,67.95,43.87,0.0,30.99,44.78,75.67,12.54
2022-02-11 08:00:00+00:00,4,1375.2,40.68,39.41,0.0,35.29,33.55,58.86,12.92
2022-02-11 09:00:00+00:00,4,1174.93,26.38,37.7,0.03,41.48,30.61,53.59,13.55
2022-02-11 10:00:00+00:00,3,947.95,12.07,36.67,0.54,40.05,24.53,43.57,11.53
2022-02-11 11:00:00+00:00,3,774.38,5.53,33.59,1.9,36.24,19.85,35.62,9.63
2022-02-11 12:00:00+00:00,2,774.38,7.15,33.24,1.63,34.33,19.13,34.43,8.87
2022-02-11 13:00:00+00:00,4,1335.14,40.68,38.39,0.03,37.67,32.3,55.27,11.02
2022-02-11 14:00:00+00:00,5,2349.85,109.97,47.98,0.53,40.53,50.84,83.58,15.96
2022-02-11 15:00:00+00:00,5,3044.13,153.78,65.8,5.99,46.73,65.66,103.53,18.49
2022-02-11 16:00:00+00:00,3,947.95,15.65,35.99,62.23,44.82,20.21,29.58,3.48
2022-02-11 17:00:00+00:00,2,620.84,5.48,18.68,103.0,31.95,17.12,23.83,1.79
2022-02-11 18:00:00+00:00,3,480.65,2.6,10.8,127.32,25.03,14.2,19.65,1.49
2022-02-11 19:00:00+00:00,2,307.08,1.13,4.37,108.72,11.68,6.68,9.54,0.89
2022-02-11 20:00:00+00:00,2,253.68,0.95,3.13,90.12,7.39,3.6,5.3,0.63
2022-02-11 21:00:00+00:00,2,240.33,0.91,2.83,80.82,6.14,2.44,3.77,0.54
2022-02-11 22:00:00+00:00,1,230.31,0.94,2.96,72.96,5.36,1.79,3.06,0.55
2022-02-11 23:00:00+00:00,1,243.66,1.23,4.28,67.95,5.72,1.68,3.08,0.67
2022-02-12 00:00:00+00:00,1,257.02,0.96,6.17,60.8,5.9,1.62,3.2,0.8
2022-02-12 01:00:00+00:00,1,297.07,0.11,10.97,49.35,8.94,2.1,4.59,1.25
2022-02-12 02:00:00+00:00,1,327.11,0.01,12.68,41.48,11.44,2.68,6.21,1.69
2022-02-12 03:00:00+00:00,1,337.12,0.01,12.17,38.27,12.4,2.99,7.01,1.85
2022-02-12 04:00:00+00:00,2,660.9,1.29,33.24,14.48,25.51,11.08,21.03,5.83
2022-02-12 05:00:00+00:00,2,961.3,9.28,43.87,0.93,32.9,18.89,33.84,8.61
2022-02-12 06:00:00+00:00,3,1068.12,15.65,43.53,0.13,30.99,20.07,35.73,8.23
2022-02-12 07:00:00+00:00,2,961.3,12.07,39.76,0.37,21.7,17.42,32.04,6.46
2022-02-12 08:00:00+00:00,2,794.41,6.09,33.93,1.2,14.78,15.28,29.08,5.51
2022-02-12 09:00:00+00:00,2,694.27,2.74,28.79,2.91,13.11,14.86,28.32,5.38
2022-02-12 10:00:00+00:00,2,600.81,1.19,23.31,6.53,12.52,14.53,27.76,6.14
2022-02-12 11:00:00+00:00,2,567.44,0.77,21.25,10.1,12.64,14.52,27.29,6.71
2022-02-12 12:00:00+00:00,2,627.52,1.73,25.02,7.87,14.31,16.35,29.71,7.35
2022-02-12 13:00:00+00:00,4,1068.12,22.58,36.33,0.37,22.65,27.02,46.2,10.39
2022-02-12 14:00:00+00:00,4,1789.09,70.63,45.24,0.85,31.95,40.53,66.93,14.44
2022-02-12 15:00:00+00:00,4,2189.64,97.45,53.47,7.96,38.15,48.46,78.35,15.58
2022-02-12 16:00:00+00:00,3,1014.71,14.08,38.39,71.53,59.13,23.15,30.78,2.75
2022-02-12 17:00:00+00:00,4,1108.17,8.16,38.04,141.62,69.62,43.07,50.4,1.5
2022-02-12 18:00:00+00:00,5,1241.68,3.97,30.16,237.46,78.2,69.2,76.83,0.92
2022-02-12 19:00:00+00:00,5,854.49,1.16,11.65,246.05,49.11,49.56,55.02,1.04
2022-02-12 20:00:00+00:00,4,600.81,0.63,5.91,203.13,30.04,28.86,32.79,1.46
2022-02-12 21:00:00+00:00,4,547.41,0.54,6.25,185.97,26.94,23.84,27.3,1.47
2022-02-12 22:00:00+00:00,3,480.65,0.37,7.8,158.79,23.37,18.39,21.39,1.35
2022-02-12 23:00:00+00:00,3,397.21,0.26,9.85,123.02,18.12,11.36,13.75,1.23
2022-02-13 00:00:00+00:00,2,327.11,0.09,10.8,90.12,17.88,6.14,8.06,1.27
2022-02-13 01:00:00+00:00,1,307.08,0.0,12.51,69.38,30.28,3.91,5.24,1.31
2022-02-13 02:00:00+00:00,1,290.39,0.0,14.22,60.8,35.76,2.76,3.83,1.33
2022-02-13 03:00:00+00:00,1,277.04,0.0,12.34,58.65,24.8,2.28,3.31,1.38
2022-02-13 04:00:00+00:00,1,287.06,0.0,9.42,59.37,14.07,4.86,5.98,1.36
2022-02-13 05:00:00+00:00,1,310.42,0.0,8.48,58.65,10.37,9.92,11.03,1.12
2022-02-13 06:00:00+00:00,1,303.75,0.0,7.63,58.65,9.06,9.31,10.17,0.85
2022-02-13 07:00:00+00:00,1,287.06,0.0,6.68,58.65,8.34,6.84,7.54,0.71
2022-02-13 08:00:00+00:00,1,287.06,0.0,6.6,59.37,9.06,6.18,6.81,0.59
2022-02-13 09:00:00+00:00,1,307.08,0.0,7.2,60.08,10.49,7.0,7.64,0.5
2022-02-13 10:00:00+00:00,1,320.43,0.0,7.71,60.08,11.56,6.76,7.36,0.46
2022-02-13 11:00:00+00:00,1,323.77,0.0,8.4,57.94,12.4,4.65,5.19,0.53
2022-02-13 12:00:00+00:00,1,333.79,0.0,9.68,54.36,13.47,2.92,3.45,0.71
2022-02-13 13:00:00+00:00,1,373.84,0.01,13.37,49.35,15.74,2.57,3.42,1.23
2022-02-13 14:00:00+00:00,1,410.56,0.07,18.51,45.42,16.21,2.72,3.9,1.63
2022-02-13 15:00:00+00:00,1,433.92,0.82,20.56,43.99,16.45,2.77,4.16,1.8
2022-02-13 16:00:00+00:00,1,447.27,2.12,19.54,46.49,18.36,3.36,5.03,1.93
2022-02-13 17:00:00+00:00,1,473.98,3.16,18.85,52.21,21.46,4.73,6.61,1.96
2022-02-13 18:00:00+00:00,1,500.68,3.46,18.34,64.37,24.08,6.51,8.5,1.87
2022-02-13 19:00:00+00:00,2,467.3,2.82,13.54,83.68,21.22,8.7,10.57,1.38
2022-02-13 20:00:00+00:00,2,420.57,1.65,10.11,97.27,17.64,9.55,11.25,1.11
2022-02-13 21:00:00+00:00,2,400.54,1.15,9.0,104.43,16.45,9.01,10.68,1.2
2022-02-13 22:00:00+00:00,2,380.52,0.95,10.02,100.14,22.89,9.22,11.01,1.06
2022-02-13 23:00:00+00:00,2,377.18,0.83,15.08,83.68,37.19,9.06,10.91,0.99
2022-02-14 00:00:00+00:00,1,387.19,0.32,20.56,67.95,47.68,8.33,10.16,1.01
2022-02-14 01:00:00+00:00,1,407.22,0.01,25.36,50.07,52.93,6.93,8.64,1.22
2022-02-14 02:00:00+00:00,1,433.92,0.01,29.47,38.27,54.84,6.87,9.0,1.6
2022-02-14 03:00:00+00:00,1,440.6,0.02,30.5,36.12,57.7,8.17,10.92,1.73
2022-02-14 04:00:00+00:00,1,467.3,0.02,30.5,35.05,61.04,9.59,12.65,1.55
2022-02-14 05:00:00+00:00,2,480.65,0.02,31.19,33.26,62.94,10.2,13.32,1.38
2022-02-14 06:00:00+00:00,2,467.3,0.02,30.85,33.26,62.94,10.54,13.25,0.89
2022-02-14 07:00:00+00:00,2,527.38,0.04,35.3,29.33,65.8,12.57,15.69,0.81
2022-02-14 08:00:00+00:00,2,627.52,0.08,41.13,22.89,70.57,15.54,19.26,0.8
2022-02-14 09:00:00+00:00,2,787.73,0.23,47.3,16.09,75.34,18.75,23.17,0.97
2022-02-14 10:00:00+00:00,3,934.6,0.61,53.47,8.76,80.11,21.74,26.92,1.09
2022-02-14 11:00:00+00:00,3,1068.12,2.35,59.63,2.7,83.92,24.73,30.84,1.17
2022-02-14 12:00:00+00:00,4,1255.04,8.27,63.75,0.15,91.55,28.92,36.54,1.41
2022-02-14 13:00:00+00:00,4,1628.88,23.47,66.49,0.0,105.86,36.92,46.98,2.88
2022-02-14 14:00:00+00:00,4,2056.12,46.49,67.17,1.33,121.12,44.38,57.23,4.56
2022-02-14 15:00:00+00:00,5,2349.85,61.69,72.66,15.02,127.79,53.36,69.0,5.95
2022-02-14 16:00:00+00:00,5,2376.56,35.76,93.22,65.09,125.89,73.08,88.02,3.58
2022-02-14 17:00:00+00:00,5,2376.56,14.98,95.96,174.52,139.24,109.12,122.67,0.74
2022-02-14 18:00:00+00:00,5,2483.37,6.54,80.2,323.3,158.31,142.61,155.58,0.25
2022-02-14 19:00:00+00:00,5,1214.98,1.72,24.33,263.21,71.53,71.5,78.7,0.52
2022-02-14 20:00:00+00:00,4,821.11,0.65,12.17,223.16,43.39,49.52,55.72,0.78
2022-02-14 21:00:00+00:00,4,754.36,0.31,11.65,203.13,38.62,43.42,49.49,1.16
2022-02-14 22:00:00+00:00,4,660.9,0.26,11.65,173.09,31.47,35.33,40.77,1.38
2022-02-14 23:00:00+00:00,4,574.11,0.43,12.68,138.76,23.37,27.87,32.31,1.42
2022-02-15 00:00:00+00:00,3,507.35,0.32,14.05,110.15,17.17,21.16,24.76,1.42
2022-02-15 01:00:00+00:00,2,680.92,0.03,30.85,72.24,25.99,19.55,24.98,2.85
2022-02-15 02:00:00+00:00,3,881.2,0.01,45.24,43.63,36.24,21.28,30.14,4.37
2022-02-15 03:00:00+00:00,3,961.3,0.07,49.35,29.68,40.05,22.96,35.2,5.0
2022-02-15 04:00:00+00:00,4,1241.68,2.57,65.8,9.3,43.39,31.45,49.16,6.33
2022-02-15 05:00:00+00:00,4,1548.77,16.54,71.29,0.12,42.92,40.32,62.68,7.09
2022-02-15 06:00:00+00:00,4,1602.17,26.6,63.06,0.01,37.19,39.54,61.44,5.57
2022-02-15 07:00:00+00:00,4,1455.31,23.47,54.84,0.01,31.47,35.95,55.99,4.31
2022-02-15 08:00:00+00:00,4,1428.6,20.12,53.47,0.01,31.47,35.5,54.14,3.23
2022-02-15 09:00:00+00:00,4,1588.82,19.89,61.69,0.02,39.1,38.89,56.6,2.79
2022-02-15 10:00:00+00:00,4,1708.98,18.1,67.86,0.02,47.68,41.22,57.3,2.25
2022-02-15 11:00:00+00:00,4,1815.8,19.22,69.92,0.02,44.35,45.88,62.67,2.06
2022-02-15 12:00:00+00:00,5,1976.01,22.58,72.66,0.02,46.25,53.18,71.83,2.44
2022-02-15 13:00:00+00:00,5,2456.67,46.94,76.77,0.0,61.04,69.43,92.27,5.64
2022-02-15 14:00:00+00:00,5,3231.05,93.88,81.57,0.71,68.66,87.75,115.73,8.23
2022-02-15 15:00:00+00:00,5,3791.81,119.81,101.45,10.46,75.34,106.59,137.81,9.75
2022-02-15 16:00:00+00:00,5,1668.93,16.32,63.06,88.69,95.37,59.93,69.74,0.47
2022-02-15 17:00:00+00:00,5,1562.12,7.26,52.78,181.67,94.41,69.46,77.87,0.31
2022-02-15 18:00:00+00:00,5,1668.93,3.55,42.84,288.96,104.9,89.67,98.31,0.3
