timestamp,AirQualityIndex,CO_(μg/m³),NO_(μg/m³),NO2_(μg/m³),O3_(μg/m³),SO2_(μg/m³),PM2_5_(μg/m³),PM10_(μg/m³),NH3_(μg/m³)
2023-06-04 20:00:00+00:00,2,211.95,0.43,1.67,78.68,3.04,5.28,6.27,0.56
2023-06-04 21:00:00+00:00,2,203.61,0.45,1.63,75.82,2.71,3.26,4.03,0.47
2023-06-04 22:00:00+00:00,2,203.61,0.52,1.91,75.82,2.5,2.58,3.33,0.51
2023-06-04 23:00:00+00:00,2,213.62,0.57,2.57,77.25,2.77,2.82,3.77,0.66
2023-06-05 00:00:00+00:00,2,226.97,0.42,3.17,78.68,3.46,3.59,4.91,0.86
2023-06-05 01:00:00+00:00,2,347.14,0.35,12.17,71.53,12.99,5.9,9.8,2.25
2023-06-05 02:00:00+00:00,2,453.95,0.0,19.36,60.8,21.93,8.49,15.14,3.48
2023-06-05 03:00:00+00:00,2,540.73,0.0,24.33,51.5,27.66,11.02,19.9,4.62
2023-06-05 04:00:00+00:00,2,1014.71,4.08,57.58,12.34,36.72,23.99,42.04,9.25
2023-06-05 05:00:00+00:00,3,1415.25,22.13,64.43,0.03,33.38,35.16,59.28,11.15
2023-06-05 06:00:00+00:00,3,1455.31,28.16,56.21,0.01,26.7,38.42,63.9,11.65
2023-06-05 07:00:00+00:00,3,1255.04,21.01,45.24,0.03,20.74,37.56,65.17,13.05
2023-06-05 08:00:00+00:00,3,1094.82,14.98,37.7,0.09,17.88,37.03,65.87,12.67
2023-06-05 09:00:00+00:00,3,1068.12,13.3,34.62,0.11,16.45,38.75,67.19,10.13
2023-06-05 10:00:00+00:00,3,1028.06,13.52,31.53,0.13,15.26,38.22,65.14,7.54
2023-06-05 11:00:00+00:00,3,1108.17,19.67,31.87,0.05,16.69,39.16,66.01,8.23
2023-06-05 12:00:00+00:00,4,1628.88,51.86,38.73,0.0,25.27,51.49,84.59,11.78
2023-06-05 13:00:00+00:00,3,1815.8,59.01,53.47,0.64,41.96,46.2,69.8,9.12
2023-06-05 14:00:00+00:00,4,2109.53,72.42,60.32,6.79,60.08,50.28,71.86,9.12
2023-06-05 15:00:00+00:00,4,2216.34,47.83,89.11,39.7,81.06,67.12,87.88,7.47
2023-06-05 16:00:00+00:00,4,1161.58,7.6,40.78,150.2,67.71,49.65,58.78,1.23
2023-06-05 17:00:00+00:00,5,907.9,1.79,15.77,243.19,55.79,52.61,60.09,0.68
2023-06-05 18:00:00+00:00,5,807.76,0.6,6.6,277.52,53.88,55.78,62.53,0.31
2023-06-05 19:00:00+00:00,5,580.79,0.47,4.46,228.88,36.72,38.63,44.04,0.33
2023-06-05 20:00:00+00:00,4,427.25,0.54,4.37,178.81,21.7,23.5,27.84,0.64
2023-06-05 21:00:00+00:00,4,377.18,0.58,4.93,154.5,16.21,17.67,21.54,0.85
2023-06-05 22:00:00+00:00,3,350.48,0.61,6.25,133.04,12.04,13.7,17.28,1.08
2023-06-05 23:00:00+00:00,3,370.5,0.59,9.25,118.73,12.52,12.23,15.72,1.31
2023-06-06 00:00:00+00:00,3,433.92,0.29,13.37,114.44,18.12,12.81,16.61,1.73
2023-06-06 01:00:00+00:00,3,600.81,0.05,21.25,118.73,33.38,16.34,21.04,2.63
2023-06-06 02:00:00+00:00,3,747.68,0.0,27.42,118.73,48.64,19.39,25.0,3.48
2023-06-06 03:00:00+00:00,3,747.68,0.0,27.76,104.43,51.02,18.38,24.52,3.58
2023-06-06 04:00:00+00:00,2,714.3,0.0,28.45,80.11,50.54,15.05,20.4,3.45
2023-06-06 05:00:00+00:00,2,754.36,0.0,32.9,59.37,58.17,13.99,19.03,3.26
2023-06-06 06:00:00+00:00,2,801.09,0.0,35.99,45.78,65.8,15.48,20.41,2.66
2023-06-06 07:00:00+00:00,2,907.9,0.01,41.81,33.26,59.6,20.39,27.89,3.7
2023-06-06 08:00:00+00:00,3,1041.41,0.06,47.3,21.28,47.68,26.28,36.96,5.13
2023-06-06 09:00:00+00:00,3,1201.63,0.29,52.78,12.16,41.01,33.16,46.31,5.19
2023-06-06 10:00:00+00:00,3,1228.33,0.88,52.78,7.42,35.29,36.66,51.27,4.69
2023-06-06 11:00:00+00:00,3,1241.68,3.19,52.09,3.4,30.99,38.19,54.71,4.62
2023-06-06 12:00:00+00:00,3,1548.77,23.92,55.52,0.12,33.38,46.12,68.87,5.7
2023-06-06 13:00:00+00:00,4,2323.15,79.57,61.01,0.77,39.58,60.04,89.34,6.65
2023-06-06 14:00:00+00:00,5,3097.53,116.23,83.63,8.49,52.93,78.51,110.79,9.88
2023-06-06 15:00:00+00:00,5,3417.97,67.95,152.17,62.94,84.88,119.86,150.8,8.36
2023-06-06 16:00:00+00:00,5,1201.63,5.42,35.99,181.67,71.53,48.15,56.09,1.04
2023-06-06 17:00:00+00:00,5,907.9,1.34,12.51,246.05,52.93,47.97,53.85,0.78
2023-06-06 18:00:00+00:00,5,814.44,0.49,5.48,266.08,48.16,49.98,55.04,0.51
2023-06-06 19:00:00+00:00,5,587.46,0.4,4.07,214.58,31.95,34.03,37.94,0.41
2023-06-06 20:00:00+00:00,4,397.21,0.47,4.28,154.5,15.74,18.94,21.95,0.42
2023-06-06 21:00:00+00:00,3,323.77,0.51,5.01,128.75,15.02,13.98,16.61,0.17
2023-06-06 22:00:00+00:00,3,337.12,0.59,7.28,121.59,28.13,15.22,17.67,0.0
2023-06-06 23:00:00+00:00,3,387.19,0.74,11.31,114.44,32.42,15.92,18.54,0.05
2023-06-07 00:00:00+00:00,3,440.6,0.56,15.25,104.43,33.86,15.57,18.7,0.59
2023-06-07 01:00:00+00:00,2,607.49,0.19,27.42,84.4,42.44,16.24,21.1,1.84
2023-06-07 02:00:00+00:00,2,814.44,0.0,39.41,62.94,52.45,17.49,24.65,3.17
2023-06-07 03:00:00+00:00,2,947.95,0.0,45.93,48.64,59.13,18.21,27.06,4.12
2023-06-07 04:00:00+00:00,3,1615.52,13.75,80.2,6.44,47.21,35.64,55.01,8.99
2023-06-07 05:00:00+00:00,4,2296.45,50.96,78.83,0.0,30.04,54.04,81.98,8.74
2023-06-07 06:00:00+00:00,4,2403.26,59.9,67.86,0.0,20.27,60.89,92.08,5.95
2023-06-07 07:00:00+00:00,4,2082.82,43.81,54.84,0.0,15.74,61.01,94.1,4.37
2023-06-07 08:00:00+00:00,4,1789.09,28.39,46.61,0.01,14.42,60.88,93.08,3.17
2023-06-07 09:00:00+00:00,4,1695.63,22.35,42.16,0.02,14.31,63.93,94.04,2.44
2023-06-07 10:00:00+00:00,4,1588.82,19.45,37.7,0.05,13.83,64.17,91.74,2.12
2023-06-07 11:00:00+00:00,4,1522.06,21.9,35.3,0.04,14.54,62.59,88.08,2.31
2023-06-07 12:00:00+00:00,4,1895.9,50.51,42.16,0.0,21.46,71.57,101.02,3.83
2023-06-07 13:00:00+00:00,4,2162.93,62.58,66.49,1.05,38.15,67.77,93.58,4.5
2023-06-07 14:00:00+00:00,5,2857.21,93.88,91.85,11.09,49.11,83.59,113.12,8.23
2023-06-07 15:00:00+00:00,5,3231.05,58.11,153.54,67.23,72.48,122.01,152.23,7.22
2023-06-07 16:00:00+00:00,4,988.01,4.02,27.08,168.8,55.79,36.73,42.68,1.08
2023-06-07 17:00:00+00:00,5,714.3,1.02,8.74,205.99,37.19,34.41,38.54,0.93
2023-06-07 18:00:00+00:00,5,654.22,0.47,4.54,220.3,32.42,36.19,39.96,0.88
2023-06-07 19:00:00+00:00,5,507.35,0.42,3.94,185.97,21.22,26.66,29.89,0.88
2023-06-07 20:00:00+00:00,4,383.85,0.47,4.58,140.19,12.16,16.05,18.69,0.86
2023-06-07 21:00:00+00:00,3,340.46,0.44,5.91,115.87,12.76,12.15,14.43,0.66
2023-06-07 22:00:00+00:00,3,340.46,0.32,8.4,100.14,17.17,10.86,12.98,0.69
2023-06-07 23:00:00+00:00,2,357.15,0.29,10.45,92.98,18.6,10.78,12.85,0.86
2023-06-08 00:00:00+00:00,2,357.15,0.15,10.11,87.98,18.6,10.85,12.89,0.96
2023-06-08 01:00:00+00:00,3,1295.09,16.99,69.92,16.81,32.9,30.06,43.7,9.5
2023-06-08 02:00:00+00:00,4,2510.07,76.0,82.94,0.01,39.58,61.01,88.64,15.45
2023-06-08 03:00:00+00:00,5,3337.86,118.02,82.25,0.0,39.1,89.87,129.82,12.03
2023-06-08 04:00:00+00:00,5,4165.65,134.11,97.33,0.0,50.07,129.11,178.4,11.53
2023-06-08 05:00:00+00:00,5,4486.08,126.96,106.93,0.0,45.3,150.55,198.93,8.11
2023-06-08 06:00:00+00:00,5,4165.65,104.61,101.45,0.0,34.33,146.97,189.3,5.26
2023-06-08 07:00:00+00:00,5,3311.16,67.95,83.63,0.0,27.18,122.17,157.98,4.37
2023-06-08 08:00:00+00:00,5,2616.88,40.68,67.86,0.0,23.13,100.38,130.59,3.7
2023-06-08 09:00:00+00:00,5,2296.45,27.27,59.63,0.01,21.7,92.55,120.19,3.17
2023-06-08 10:00:00+00:00,5,1976.01,19.89,50.72,0.06,20.27,80.84,106.37,3.58
2023-06-08 11:00:00+00:00,4,1668.93,21.23,42.84,0.05,20.27,67.0,91.61,4.24
2023-06-08 12:00:00+00:00,4,1949.31,56.33,41.47,0.0,25.99,69.06,101.15,7.09
2023-06-08 13:00:00+00:00,5,3337.86,162.72,49.35,0.28,33.38,93.6,138.73,10.89
2023-06-08 14:00:00+00:00,5,5126.95,278.95,80.88,3.13,40.05,131.57,185.98,17.48
2023-06-08 15:00:00+00:00,5,6141.66,236.03,219.35,24.32,50.54,203.12,257.96,16.97
2023-06-08 16:00:00+00:00,5,1161.58,3.63,29.47,200.27,68.66,49.0,55.29,0.98
2023-06-08 17:00:00+00:00,5,854.49,0.81,8.48,243.19,47.21,46.65,51.57,0.85
2023-06-08 18:00:00+00:00,5,821.11,0.41,4.8,254.63,42.92,49.23,54.03,0.86
2023-06-08 19:00:00+00:00,5,667.57,0.39,4.2,223.16,30.28,39.58,43.91,0.93
2023-06-08 20:00:00+00:00,5,520.71,0.47,4.46,183.11,21.22,28.7,32.35,1.04
2023-06-08 21:00:00+00:00,4,467.3,0.57,5.18,163.08,17.88,23.33,26.56,1.12
2023-06-08 22:00:00+00:00,3,400.54,0.72,6.43,135.9,14.31,17.15,19.98,1.19
2023-06-08 23:00:00+00:00,3,397.21,0.79,9.17,117.3,15.5,15.23,18.17,1.41
2023-06-09 00:00:00+00:00,3,440.6,0.47,11.82,108.72,19.55,16.54,20.12,1.84
2023-06-09 01:00:00+00:00,3,1401.9,0.56,71.97,72.24,55.31,46.67,60.67,9.63
2023-06-09 02:00:00+00:00,5,2429.96,0.96,131.61,20.74,79.15,88.06,117.34,16.72
2023-06-09 03:00:00+00:00,5,2830.51,13.08,132.98,0.63,69.62,106.35,149.88,18.75
2023-06-09 04:00:00+00:00,5,2803.8,22.35,115.16,0.05,54.36,104.29,154.17,16.72
2023-06-09 05:00:00+00:00,5,2563.48,23.92,98.71,0.02,38.15,91.12,136.7,11.91
2023-06-09 06:00:00+00:00,5,2243.04,20.12,82.25,0.03,27.18,79.05,118.51,8.99
2023-06-09 07:00:00+00:00,4,1762.39,10.17,63.75,0.43,21.22,64.96,98.32,6.97
2023-06-09 08:00:00+00:00,4,1388.55,3.32,50.72,2.32,19.07,53.99,81.05,5.07
2023-06-09 09:00:00+00:00,3,1241.68,1.59,43.18,4.38,18.84,49.27,72.37,3.51
2023-06-09 10:00:00+00:00,3,1161.58,3.49,37.36,2.35,15.97,46.24,67.48,2.82
2023-06-09 11:00:00+00:00,3,1174.93,14.08,31.19,0.2,15.14,45.46,67.2,3.26
2023-06-09 12:00:00+00:00,4,1682.28,55.88,31.53,0.0,22.17,56.37,85.65,6.08
2023-06-09 13:00:00+00:00,5,3070.83,159.14,41.81,0.27,31.47,80.48,121.01,10.77
2023-06-09 14:00:00+00:00,5,4539.49,253.92,78.14,3.53,40.53,108.86,156.43,17.99
2023-06-09 15:00:00+00:00,5,5073.55,189.54,200.15,28.97,52.45,157.82,204.56,16.09
2023-06-09 16:00:00+00:00,4,707.63,3.07,18.68,153.06,37.19,26.4,31.68,1.3
2023-06-09 17:00:00+00:00,4,514.03,0.89,6.6,174.52,23.84,24.11,27.98,1.09
2023-06-09 18:00:00+00:00,4,460.62,0.61,4.63,175.95,19.31,22.75,26.31,1.11
2023-06-09 19:00:00+00:00,4,377.18,0.59,4.46,150.2,13.47,16.95,20.31,1.04
2023-06-09 20:00:00+00:00,3,333.79,0.68,5.44,128.75,10.85,12.76,15.93,0.92
2023-06-09 21:00:00+00:00,3,343.8,0.69,7.2,124.45,18.12,13.11,16.19,0.66
2023-06-09 22:00:00+00:00,3,343.8,0.57,8.83,121.59,35.29,13.64,16.51,0.4
2023-06-09 23:00:00+00:00,3,343.8,0.6,10.88,108.72,42.92,12.52,15.12,0.44
2023-06-10 00:00:00+00:00,2,333.79,0.5,12.17,94.41,35.76,10.69,13.15,0.7
2023-06-10 01:00:00+00:00,2,467.3,0.32,22.96,72.24,32.42,10.9,14.22,2.31
2023-06-10 02:00:00+00:00,2,620.84,0.0,31.87,48.64,36.24,11.31,15.66,3.86
2023-06-10 03:00:00+00:00,2,687.6,0.01,34.27,35.76,39.1,11.55,16.67,4.62
2023-06-10 04:00:00+00:00,2,947.95,0.52,50.72,17.17,46.73,18.21,25.5,7.28
2023-06-10 05:00:00+00:00,2,1081.47,1.79,59.63,5.68,45.3,20.01,27.72,7.35
2023-06-10 06:00:00+00:00,2,961.3,1.02,52.78,5.5,37.67,16.47,23.55,5.76
2023-06-10 07:00:00+00:00,2,934.6,2.68,45.93,2.32,27.42,17.96,27.91,6.27
2023-06-10 08:00:00+00:00,2,1041.41,7.26,42.84,0.22,24.08,23.92,37.47,7.79
2023-06-10 09:00:00+00:00,3,1241.68,11.4,45.93,0.05,26.23,31.72,47.49,8.87
2023-06-10 10:00:00+00:00,3,1388.55,14.31,48.67,0.05,27.18,37.35,54.29,9.63
2023-06-10 11:00:00+00:00,3,1508.71,19.89,50.04,0.02,28.37,40.63,58.99,10.01
2023-06-10 12:00:00+00:00,4,1949.31,48.73,53.47,0.0,34.81,52.78,77.69,11.53
2023-06-10 13:00:00+00:00,5,3124.24,128.75,62.38,0.87,39.58,77.61,112.55,14.57
2023-06-10 14:00:00+00:00,5,4486.08,205.64,97.33,6.53,41.96,111.21,154.07,17.99
2023-06-10 15:00:00+00:00,5,5126.95,137.69,222.09,47.92,49.59,179.45,223.74,13.55
2023-06-10 16:00:00+00:00,5,1161.58,2.99,27.08,208.85,64.85,46.53,53.83,1.66
2023-06-10 17:00:00+00:00,5,907.9,0.73,8.65,246.05,48.64,43.48,48.79,1.39
2023-06-10 18:00:00+00:00,5,807.76,0.4,5.1,243.19,41.96,41.7,46.1,1.23
2023-06-10 19:00:00+00:00,5,554.08,0.4,4.03,183.11,24.56,26.93,30.21,0.92
2023-06-10 20:00:00+00:00,4,423.91,0.47,4.11,154.5,15.97,19.64,22.38,0.57
2023-06-10 21:00:00+00:00,4,410.56,0.5,4.88,165.94,25.27,22.29,24.93,0.23
2023-06-10 22:00:00+00:00,4,407.22,0.45,6.34,178.81,35.76,24.57,27.02,0.0
2023-06-10 23:00:00+00:00,4,417.23,0.35,9.0,173.09,37.19,23.36,25.69,0.0
2023-06-11 00:00:00+00:00,4,467.3,0.12,12.17,163.08,36.72,20.8,23.47,0.34
2023-06-11 01:00:00+00:00,4,660.9,0.01,19.88,148.77,45.78,22.18,26.54,1.99
2023-06-11 02:00:00+00:00,3,854.49,0.0,27.42,127.32,56.27,25.59,31.88,3.48
2023-06-11 03:00:00+00:00,3,974.66,0.0,31.87,105.86,61.99,27.69,35.39,4.43
2023-06-11 04:00:00+00:00,3,1295.09,0.0,52.78,67.95,63.9,37.26,49.43,6.84
2023-06-11 05:00:00+00:00,3,1642.23,0.04,75.4,30.4,56.74,48.56,64.9,7.79
2023-06-11 06:00:00+00:00,4,1708.98,0.07,73.34,19.49,48.64,53.93,72.11,7.22
2023-06-11 07:00:00+00:00,4,1575.47,0.04,58.26,19.85,38.62,55.72,75.96,7.79
2023-06-11 08:00:00+00:00,4,1468.66,0.04,48.67,19.31,32.42,57.58,79.65,8.49
2023-06-11 09:00:00+00:00,4,1468.66,0.08,45.93,16.81,31.47,61.77,85.0,8.49
2023-06-11 10:00:00+00:00,4,1468.66,0.36,46.61,11.44,29.33,64.94,89.33,8.87
2023-06-11 11:00:00+00:00,4,1482.01,2.91,48.67,3.76,25.75,64.79,89.65,9.25
2023-06-11 12:00:00+00:00,4,1762.39,25.7,52.09,0.08,28.37,70.31,99.15,11.02
2023-06-11 13:00:00+00:00,5,2349.85,59.9,66.49,1.01,39.1,76.36,105.47,11.78
2023-06-11 14:00:00+00:00,5,2803.8,69.74,97.33,15.56,51.02,87.05,114.76,11.65
2023-06-11 15:00:00+00:00,5,2696.99,27.05,116.53,105.86,71.53,110.62,134.13,7.47
2023-06-11 16:00:00+00:00,5,934.6,1.72,14.91,185.97,48.64,37.8,43.81,2.31
2023-06-11 17:00:00+00:00,5,694.27,0.53,4.76,185.97,34.81,31.41,35.66,1.87
2023-06-11 18:00:00+00:00,5,660.9,0.43,3.81,185.97,33.38,32.95,36.83,1.76
2023-06-11 19:00:00+00:00,4,560.76,0.42,3.68,178.81,26.23,30.61,34.11,1.39
2023-06-11 20:00:00+00:00,5,487.33,0.45,4.07,183.11,22.41,29.54,32.77,0.87
2023-06-11 21:00:00+00:00,5,433.92,0.47,4.67,188.83,24.8,27.44,30.44,0.49
2023-06-11 22:00:00+00:00,5,413.89,0.52,6.51,185.97,26.7,25.36,28.0,0.34
2023-06-11 23:00:00+00:00,4,423.91,0.43,8.65,173.09,25.75,23.26,25.58,0.54
2023-06-12 00:00:00+00:00,4,417.23,0.16,9.42,148.77,22.17,19.58,21.73,0.8
2023-06-12 01:00:00+00:00,3,761.03,0.04,40.78,100.14,30.28,25.52,32.35,4.18
2023-06-12 02:00:00+00:00,3,1214.98,0.0,76.09,54.36,41.48,36.6,50.2,7.66
2023-06-12 03:00:00+00:00,3,1522.06,0.06,91.85,29.68,47.68,46.45,66.79,10.26
2023-06-12 04:00:00+00:00,4,1789.09,0.61,100.08,14.31,52.45,54.41,78.43,11.4
2023-06-12 05:00:00+00:00,4,1869.2,0.61,98.71,11.98,49.11,55.22,77.12,10.01
2023-06-12 06:00:00+00:00,4,1815.8,0.19,91.85,16.45,47.21,56.41,76.66,9.75
2023-06-12 07:00:00+00:00,4,1695.63,0.02,76.09,23.96,42.44,59.3,79.99,11.78
2023-06-12 08:00:00+00:00,4,1628.88,0.04,63.75,21.99,37.19,63.02,85.54,12.92
2023-06-12 09:00:00+00:00,4,1655.58,0.12,58.95,16.45,38.15,67.51,90.97,11.4
2023-06-12 10:00:00+00:00,4,1682.28,0.41,58.26,11.8,42.44,70.56,94.02,11.02
2023-06-12 11:00:00+00:00,5,1815.8,4.14,64.43,3.26,43.87,75.14,99.29,12.03
2023-06-12 12:00:00+00:00,5,2403.26,34.87,76.09,0.02,56.27,91.73,120.75,15.45
2023-06-12 13:00:00+00:00,5,2696.99,38.44,106.93,2.35,95.37,99.98,123.43,10.01
2023-06-12 14:00:00+00:00,5,3337.86,64.37,131.61,22.35,100.14,119.71,146.88,12.54
2023-06-12 15:00:00+00:00,5,3391.27,36.66,164.51,107.29,103.0,151.57,178.75,9.12
2023-06-12 16:00:00+00:00,4,847.82,2.77,19.36,168.8,40.53,39.74,45.8,1.12
2023-06-12 17:00:00+00:00,5,567.44,0.89,6.94,185.97,29.8,33.2,37.49,0.27
2023-06-12 18:00:00+00:00,5,527.38,0.55,4.67,197.41,41.01,36.17,39.84,0.0
2023-06-12 19:00:00+00:00,5,467.3,0.52,4.33,197.41,45.3,35.84,38.9,0.0
2023-06-12 20:00:00+00:00,4,387.19,0.61,4.58,177.38,28.85,25.32,27.92,0.0
2023-06-12 21:00:00+00:00,3,303.75,0.84,4.41,121.59,11.21,9.5,11.43,0.48
2023-06-12 22:00:00+00:00,2,277.04,1.06,4.67,95.84,7.33,5.03,6.62,0.75
2023-06-12 23:00:00+00:00,2,280.38,1.15,5.65,87.98,7.15,4.57,6.11,0.79
2023-06-13 00:00:00+00:00,2,277.04,0.83,6.34,80.11,7.27,4.27,5.9,0.89
2023-06-13 01:00:00+00:00,2,420.57,0.57,17.82,64.37,18.6,6.09,8.78,2.41
2023-06-13 02:00:00+00:00,2,567.44,0.0,26.73,51.5,29.09,8.48,12.37,4.12
2023-06-13 03:00:00+00:00,2,627.52,0.0,29.47,44.35,33.86,10.02,14.8,5.0
2023-06-13 04:00:00+00:00,2,747.68,0.02,37.7,33.97,40.05,12.62,18.28,6.14
2023-06-13 05:00:00+00:00,2,801.09,0.04,42.16,27.89,42.44,12.57,17.97,5.57
2023-06-13 06:00:00+00:00,2,767.71,0.02,39.41,28.25,43.87,10.91,16.05,4.5
2023-06-13 07:00:00+00:00,2,707.63,0.01,33.93,30.4,45.3,9.79,14.98,3.96
2023-06-13 08:00:00+00:00,2,674.25,0.0,30.5,33.62,48.16,9.22,14.04,3.36
2023-06-13 09:00:00+00:00,2,700.95,0.0,30.85,36.12,53.41,10.03,14.48,3.2
2023-06-13 10:00:00+00:00,2,761.03,0.01,34.27,33.26,61.04,10.68,15.18,3.36
2023-06-13 11:00:00+00:00,2,921.25,0.12,43.87,19.49,77.25,11.97,17.66,4.02
2023-06-13 12:00:00+00:00,3,1188.28,5.59,58.26,2.77,91.55,15.41,24.01,5.89
2023-06-13 13:00:00+00:00,3,1628.88,29.5,62.38,3.08,108.72,20.6,32.12,8.23
2023-06-13 14:00:00+00:00,3,1869.2,39.34,67.17,22.89,120.16,25.31,37.53,8.61
2023-06-13 15:00:00+00:00,3,1735.69,21.46,74.03,87.98,117.3,37.51,48.44,6.08
2023-06-13 16:00:00+00:00,4,700.95,4.19,21.08,140.19,41.01,15.1,18.87,2.25
2023-06-13 17:00:00+00:00,4,547.41,1.54,9.6,174.52,30.52,16.48,18.93,1.35
2023-06-13 18:00:00+00:00,5,507.35,0.8,5.83,194.55,28.85,19.49,21.41,0.97
2023-06-13 19:00:00+00:00,5,427.25,0.64,4.63,188.83,21.93,16.44,17.99,0.84
2023-06-13 20:00:00+00:00,5,370.5,0.68,4.8,183.11,15.74,13.36,14.8,0.88
2023-06-13 21:00:00+00:00,4,327.11,0.81,5.23,167.37,11.8,9.66,10.98,0.88
2023-06-13 22:00:00+00:00,4,300.41,0.89,6.08,143.05,9.3,5.8,6.87,0.85
2023-06-13 23:00:00+00:00,3,307.08,0.88,8.23,127.32,9.54,4.09,5.08,0.99
2023-06-14 00:00:00+00:00,3,343.8,0.59,10.02,125.89,12.76,4.86,6.14,1.33
2023-06-14 01:00:00+00:00,3,467.3,0.19,14.57,137.33,22.41,10.06,12.68,2.31
2023-06-14 02:00:00+00:00,3,514.03,0.0,17.65,120.16,25.99,11.31,14.77,2.91
2023-06-14 03:00:00+00:00,2,480.65,0.0,18.34,97.27,25.03,9.14,12.75,3.04
2023-06-14 04:00:00+00:00,2,667.57,0.0,33.24,70.1,34.33,12.37,18.38,4.81
2023-06-14 05:00:00+00:00,2,814.44,0.0,46.61,43.63,38.62,14.04,21.9,5.7
2023-06-14 06:00:00+00:00,2,761.03,0.01,41.81,34.33,36.72,13.17,22.03,5.26
2023-06-14 07:00:00+00:00,2,707.63,0.0,32.22,37.19,34.81,14.38,25.57,5.26
2023-06-14 08:00:00+00:00,2,761.03,0.0,30.85,40.05,35.76,17.79,30.95,5.64
2023-06-14 09:00:00+00:00,2,934.6,0.0,37.36,35.41,41.01,23.06,37.61,6.46
2023-06-14 10:00:00+00:00,3,1148.22,0.02,47.3,27.54,45.3,30.17,46.46,7.85
2023-06-14 11:00:00+00:00,3,1295.09,0.17,56.21,20.38,45.3,35.45,53.61,9.12
2023-06-14 12:00:00+00:00,3,1628.88,9.05,75.4,2.73,48.64,45.31,68.86,12.29
2023-06-14 13:00:00+00:00,4,2376.56,57.22,83.63,1.4,58.17,58.18,87.33,15.83
2023-06-14 14:00:00+00:00,4,3017.43,86.72,104.19,14.13,77.25,71.58,102.84,16.47
2023-06-14 15:00:00+00:00,5,3017.43,43.36,141.2,87.26,108.72,96.15,124.43,11.53
2023-06-14 16:00:00+00:00,5,1001.36,3.58,27.42,197.41,68.66,36.29,43.35,2.56
2023-06-14 17:00:00+00:00,5,714.3,1.01,9.25,228.88,46.25,30.73,34.98,1.76
2023-06-14 18:00:00+00:00,5,620.84,0.56,5.27,220.3,40.53,29.38,32.57,1.25
2023-06-14 19:00:00+00:00,5,500.68,0.52,4.37,194.55,30.52,23.19,25.5,0.78
2023-06-14 20:00:00+00:00,5,473.98,0.55,4.67,200.27,26.46,23.68,25.72,0.55
2023-06-14 21:00:00+00:00,5,480.65,0.55,5.48,228.88,29.09,29.31,31.45,0.3
2023-06-14 22:00:00+00:00,5,447.27,0.59,6.6,231.74,34.33,31.5,33.73,0.0
2023-06-14 23:00:00+00:00,5,447.27,0.59,8.31,217.44,33.86,29.66,32.03,0.11
2023-06-15 00:00:00+00:00,5,433.92,0.48,9.77,180.24,24.56,20.71,23.18,0.91
2023-06-15 01:00:00+00:00,4,667.57,0.35,25.02,147.34,39.1,19.81,24.47,3.29
2023-06-15 02:00:00+00:00,3,881.2,0.0,37.01,114.44,53.41,21.69,28.93,5.38
2023-06-15 03:00:00+00:00,2,988.01,0.0,43.87,89.41,60.56,22.98,32.7,6.78
2023-06-15 04:00:00+00:00,3,1388.55,0.01,73.34,47.92,66.76,35.16,53.04,10.01
2023-06-15 05:00:00+00:00,3,1708.98,0.85,97.33,12.87,62.94,46.27,70.67,11.15
2023-06-15 06:00:00+00:00,3,1695.63,2.12,90.48,3.35,53.41,49.69,76.19,10.01
2023-06-15 07:00:00+00:00,4,1535.42,2.99,69.23,2.3,38.15,54.89,86.04,8.49
2023-06-15 08:00:00+00:00,4,1522.06,4.02,58.26,1.54,29.33,65.12,100.0,7.98
2023-06-15 09:00:00+00:00,5,1615.52,4.02,56.89,1.7,27.66,75.23,110.15,8.36
2023-06-15 10:00:00+00:00,5,1642.23,4.25,56.21,1.94,25.99,80.46,114.05,9.63
2023-06-15 11:00:00+00:00,5,1615.52,7.93,55.52,1.07,25.99,80.78,113.06,11.65
2023-06-15 12:00:00+00:00,5,1949.31,36.66,60.32,0.03,32.42,87.63,124.19,15.58
2023-06-15 13:00:00+00:00,5,2723.69,88.51,77.46,1.25,44.35,93.18,131.71,16.72
2023-06-15 14:00:00+00:00,5,3524.78,123.38,109.67,11.18,59.13,106.5,145.49,16.97
2023-06-15 15:00:00+00:00,5,3524.78,61.69,168.62,76.53,83.92,138.36,173.14,11.65
2023-06-15 16:00:00+00:00,5,1228.33,3.8,31.87,214.58,78.2,51.09,59.34,2.47
2023-06-15 17:00:00+00:00,5,947.95,0.99,10.45,257.49,58.65,48.01,53.44,2.12
2023-06-15 18:00:00+00:00,5,821.11,0.52,5.57,251.77,49.11,46.94,51.24,1.69
2023-06-15 19:00:00+00:00,5,640.87,0.5,4.67,223.16,34.81,36.45,39.61,1.16
2023-06-15 20:00:00+00:00,5,580.79,0.52,5.1,228.88,30.99,35.23,38.05,0.81
2023-06-15 21:00:00+00:00,5,580.79,0.54,6.0,257.49,33.38,37.13,40.07,0.7
2023-06-15 22:00:00+00:00,5,527.38,0.61,7.2,243.19,28.61,31.16,33.95,0.71
2023-06-15 23:00:00+00:00,5,594.14,0.66,10.11,243.19,30.99,30.34,33.69,1.3
2023-06-16 00:00:00+00:00,5,647.54,0.45,12.0,217.44,33.38,28.29,33.13,2.03
2023-06-16 01:00:00+00:00,3,580.79,0.16,13.88,133.04,27.42,18.64,25.13,2.6
